UserId,CollateralToken,CollateralTokenAmount,Market,Size,SizeUsd,IsLong,Leverage
0xD62E61e66eCc17ffaFBeff103E9A04C6D29434d5,0xD62E61e66eCc17ffaFBeff103E9A04C6D29434d5,USDC,3324.644720,ETH-USD,12546763912.745333,36168.686400,true,0.000000
0x2ac1fA38a82738c3875B3ac385Fbade067e3D123,0x2ac1fA38a82738c3875B3ac385Fbade067e3D123,USDC,15227.950463,XRP-USD,134.238735,82388.477300,false,0.000000
0x2ac1fA38a82738c3875B3ac385Fbade067e3D123,0x2ac1fA38a82738c3875B3ac385Fbade067e3D123,USDC,6009.430755,OP-USD,10445017717336.923828,30327.523400,false,0.000000
0xD4306763c27927f4aF1a23aBbD2012c305cc6B35,0xD4306763c27927f4aF1a23aBbD2012c305cc6B35,USDC,1804.043205,BTC-USD,0.024618,16109.878100,false,0.000000
0x6431B6666A277C7F5DA473bAAD58b92f58082a7c,0x6431B6666A277C7F5DA473bAAD58b92f58082a7c,USDC,608.321369,BTC-USD,0.006004,3954.000000,false,0.000000
0x83De06658e13D92b6233047593FfF7B3219F5880,0x83De06658e13D92b6233047593FfF7B3219F5880,USDC,1899.675248,BTC-USD,0.029055,18994.915000,true,0.000000
0x83De06658e13D92b6233047593FfF7B3219F5880,0x83De06658e13D92b6233047593FfF7B3219F5880,USDC,8223.973331,ETH-USD,22377838829.713531,65787.718200,true,0.000000
0x7015552231275FdaB7F706ce85dB6cdE312e19c1,0x7015552231275FdaB7F706ce85dB6cdE312e19c1,USDC,6594.428094,AVAX-USD,845335834404.996094,29012.824300,true,0.000000
0x94f4b15A94Fa6c94b1441c4305cc44EE4015bAB2,0x94f4b15A94Fa6c94b1441c4305cc44EE4015bAB2,USDC,478.369580,XRP-USD,2.546268,1273.678400,false,0.000000
0xB4B60d66F636EfB9e5d029eecd757e936f7390e7,0xB4B60d66F636EfB9e5d029eecd757e936f7390e7,BTC,0.003894,BTC-USD,0.003877,2479.119900,true,0.000000
0x3B990f185fA49ABA52555c8b6B3A91FDD1Bc64A1,0x3B990f185fA49ABA52555c8b6B3A91FDD1Bc64A1,ETH,1.690555,ETH-USD,1689156458.977454,4985.495700,false,0.000000
0x8445d7Adc8019758D1fB0BBAC57B0D2d4765b993,0x8445d7Adc8019758D1fB0BBAC57B0D2d4765b993,USDC,1100.769085,ETH-USD,1528798161.405999,4512.589300,true,0.000000
0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,USDC,207.491741,SOL-USD,14.164513,2081.580600,true,0.000000
0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,USDC,103.610506,ETH-USD,348087036.336465,1036.485900,true,0.000000
0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,USDC,103.629727,BTC-USD,0.001595,1035.998800,true,0.000000
0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,0x3Da48C5E033EDC7Dbb3bcC1e68293753c1Ce9cF6,USDC,59.815614,DOGE-USD,384.704812,598.075400,true,0.000000
0x615e841F65218543AD998a7cDb3078923173fE95,0x615e841F65218543AD998a7cDb3078923173fE95,USDC,149.291670,BTC-USD,0.002827,1866.477100,false,0.000000
0xc9228340a974e27eEeC5Dc89D4C83136195A3D65,0xc9228340a974e27eEeC5Dc89D4C83136195A3D65,USDC,1246.622713,ETH-USD,1472983163.012233,4398.455500,true,0.000000
0xc9228340a974e27eEeC5Dc89D4C83136195A3D65,0xc9228340a974e27eEeC5Dc89D4C83136195A3D65,USDC,1066.081956,BTC-USD,0.007397,3944.914700,true,0.000000
0x6DF17656a08553DE3387067B4606Df5c00E24fF4,0x6DF17656a08553DE3387067B4606Df5c00E24fF4,USDC,289.180683,ETH-USD,2709512185.558250,7893.535700,true,0.000000
0xCB6e905576FD80C8978DBa0E8C2D61da176792cC,0xCB6e905576FD80C8978DBa0E8C2D61da176792cC,USDC,1344.478561,BTC-USD,0.013846,8218.087600,false,0.000000
0x135ABae96886E085fF93B2dDcb24f7D78876Ad5b,0x135ABae96886E085fF93B2dDcb24f7D78876Ad5b,USDC,2059.074651,ARB-USD,9965405182279.388672,10294.366000,true,0.000000
0x60B43CDaaA1D35d27A101a51191c57a4236c7C7D,0x60B43CDaaA1D35d27A101a51191c57a4236c7C7D,USDC,147.001937,ETH-USD,2495314770.664106,7344.911200,true,0.000000
0x86E121731f2A92ED0B53A76FB68a9Eb3a98949fd,0x86E121731f2A92ED0B53A76FB68a9Eb3a98949fd,USDC,398.406397,BTC-USD,0.005077,3187.327800,false,0.000000
0x378fa9845Af02130ca63DF9F0dABe274113DEA6D,0x378fa9845Af02130ca63DF9F0dABe274113DEA6D,USDC,3248.372975,ETH-USD,8276008569.303720,24361.384300,true,0.000000
0x09EFa082401F9d0C02762A577d368B9ffe02867d,0x09EFa082401F9d0C02762A577d368B9ffe02867d,USDC,1194.100143,BTC-USD,0.005222,3353.717700,true,0.000000
0x09EFa082401F9d0C02762A577d368B9ffe02867d,0x09EFa082401F9d0C02762A577d368B9ffe02867d,USDC,1195.462395,ETH-USD,1141814268.304882,3354.348700,true,0.000000
0x09EFa082401F9d0C02762A577d368B9ffe02867d,0x09EFa082401F9d0C02762A577d368B9ffe02867d,USDC,998.253076,SOL-USD,21.564822,3493.495800,true,0.000000
0x688B5c7B549339922C0D2243debE2Fe921A1A488,0x688B5c7B549339922C0D2243debE2Fe921A1A488,USDC,2332.286279,SOL-USD,61.410590,9275.194600,true,0.000000
0x688B5c7B549339922C0D2243debE2Fe921A1A488,0x688B5c7B549339922C0D2243debE2Fe921A1A488,USDC,498.994032,ETH-USD,551445425.868416,1596.783600,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,ARB,276.355294,ARB-USD,965441924240.071899,1087.530600,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,AVAX,28.763027,AVAX-USD,105330985096.995377,3668.490200,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,ETH,0.074849,ETH-USD,239268644.224210,723.642600,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,ETH,0.348901,NEAR-USD,701113447322144256.000000,5269.040500,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,SOL,2.378777,SOL-USD,4.284529,655.055600,true,0.000000
0x44714cd572C9f95b560f955392C9868675F52d0a,0x44714cd572C9f95b560f955392C9868675F52d0a,ETH,0.119844,,0.116244,1050.215000,true,0.000000
0xB47a339A5F3a9F3c3F68c0493E28A89B829E81C3,0xB47a339A5F3a9F3c3F68c0493E28A89B829E81C3,USDC,3097.590478,SOL-USD,28.105463,4541.075300,true,0.000000
0xB47a339A5F3a9F3c3F68c0493E28A89B829E81C3,0xB47a339A5F3a9F3c3F68c0493E28A89B829E81C3,USDC,501.489695,LINK-USD,317240988903.550110,5014.522800,true,0.000000
0xaa51589f27cC4A35065c438B6C8d35c861955482,0xaa51589f27cC4A35065c438B6C8d35c861955482,USDC,339.660341,ETH-USD,230059280.300249,679.244500,true,0.000000
0xaa51589f27cC4A35065c438B6C8d35c861955482,0xaa51589f27cC4A35065c438B6C8d35c861955482,USDC,342.580283,BTC-USD,0.001051,685.079200,false,0.000000
0xAD837b4fb104B84dc5Cd28edCAcb81865D5f14Ac,0xAD837b4fb104B84dc5Cd28edCAcb81865D5f14Ac,USDC,2697.298985,ETH-USD,1813253424.301007,5401.713900,false,0.000000
0xc5327054B7AC55907b593A95faD73A5092aBAbd8,0xc5327054B7AC55907b593A95faD73A5092aBAbd8,USDC,174.497494,BTC-USD,0.003701,2447.639300,false,0.000000
0xd5EF2104669Bd6264B7841792410463Ac5De13AC,0xd5EF2104669Bd6264B7841792410463Ac5De13AC,USDC,29.671348,ETH-USD,387602311.904550,1174.533900,false,0.000000
0xBb6a968069651eae289bB52cD38EbDe5dA527FCb,0xBb6a968069651eae289bB52cD38EbDe5dA527FCb,BTC,0.002818,BTC-USD,0.000422,261.565600,true,0.000000
0xBb6a968069651eae289bB52cD38EbDe5dA527FCb,0xBb6a968069651eae289bB52cD38EbDe5dA527FCb,USDC,58.100630,ETH-USD,29930228.942639,87.141800,true,0.000000
0x506A6d7F717D73e0991AdFc970625E386eC418BF,0x506A6d7F717D73e0991AdFc970625E386eC418BF,USDC,2321.805656,BTC-USD,0.014215,9692.533900,true,0.000000
0x506A6d7F717D73e0991AdFc970625E386eC418BF,0x506A6d7F717D73e0991AdFc970625E386eC418BF,USDC,1666.738987,ETH-USD,1799796246.427322,6472.334100,true,0.000000
0xf121B177dD32E29Af3bFEf3F58c47e4eFa9E0Ef2,0xf121B177dD32E29Af3bFEf3F58c47e4eFa9E0Ef2,USDC,49.669711,AVAX-USD,14384134434.683609,496.612500,true,0.000000
0x4D8c173B203035B3DFDe7dd40e7dB728c47d98a8,0x4D8c173B203035B3DFDe7dd40e7dB728c47d98a8,USDC,22.106568,ETH-USD,112913965.855362,331.550700,true,0.000000
0x03020B304D91A253B18852eA62af4Ec43417BC49,0x03020B304D91A253B18852eA62af4Ec43417BC49,USDC,733.916195,BTC-USD,0.002609,1705.374900,true,0.000000
0x03020B304D91A253B18852eA62af4Ec43417BC49,0x03020B304D91A253B18852eA62af4Ec43417BC49,USDC,33.622627,ETH-USD,18699856.940112,64.900600,true,0.000000
0x6F601156d82d6aeAaf82a026376C1064d3Ce61C7,0x6F601156d82d6aeAaf82a026376C1064d3Ce61C7,USDC,24.832507,SOL-USD,2.328693,372.166500,true,0.000000
0x82a376358F29B18018A9c18A76cF64257863B375,0x82a376358F29B18018A9c18A76cF64257863B375,USDC,77.838464,LINK-USD,32977291533.541950,516.180100,true,0.000000
0x843a5aE61733A17B5560777448E98a2553E92F07,0x843a5aE61733A17B5560777448E98a2553E92F07,USDC,137.550871,ETH-USD,444191682.466716,1321.054200,true,0.000000
0x69b45FDb3dc1684CD323b8308e7D5ec2ac5aBe5C,0x69b45FDb3dc1684CD323b8308e7D5ec2ac5aBe5C,USDC,1241.433223,LINK-USD,1059792587885.858154,16757.167000,false,0.000000
0xF47B439f296afA19828147734A141eCb57fBccb4,0xF47B439f296afA19828147734A141eCb57fBccb4,USDC,242.096297,BTC-USD,0.012966,8467.574100,true,0.000000
0xf661458656F8164bDe13849b078Dd6367ba86978,0xf661458656F8164bDe13849b078Dd6367ba86978,ETH,0.002215,ETH-USD,49137238.599670,147.927700,true,0.000000
0x3CEd6B69f632B01C52b69164eF8a3468572897cE,0x3CEd6B69f632B01C52b69164eF8a3468572897cE,BTC,0.000798,BTC-USD,0.000231,150.965300,true,0.000000
0x3CEd6B69f632B01C52b69164eF8a3468572897cE,0x3CEd6B69f632B01C52b69164eF8a3468572897cE,USDC,19.226218,BTC-USD,0.000649,422.851900,true,0.000000
0x3CEd6B69f632B01C52b69164eF8a3468572897cE,0x3CEd6B69f632B01C52b69164eF8a3468572897cE,USDC,16.100614,BTC-USD,0.000543,353.901400,false,0.000000
0xdAcb8697d9B7216A7172b1E8Ba8b1203D42f37BC,0xdAcb8697d9B7216A7172b1E8Ba8b1203D42f37BC,USDC,49.354141,BTC-USD,0.001165,744.628100,false,0.000000
0xED50ee3E7afb08De3835149ED1c1CDbDdc6d8Ac7,0xED50ee3E7afb08De3835149ED1c1CDbDdc6d8Ac7,USDC,797.209814,BTC-USD,0.006057,3985.861000,false,0.000000
0xCCeFF91273E2786D2E1e82F853cBEcEc3E85CF24,0xCCeFF91273E2786D2E1e82F853cBEcEc3E85CF24,ETH,0.421861,ETH-USD,2000288430.735964,6019.003900,true,0.000000
0xd7611ABA25886D20d3dAacB09319269Be2184b71,0xd7611ABA25886D20d3dAacB09319269Be2184b71,USDC,148.957351,XRP-USD,2.893449,1489.385000,true,0.000000
0xd7611ABA25886D20d3dAacB09319269Be2184b71,0xd7611ABA25886D20d3dAacB09319269Be2184b71,USDC,47.001247,BTC-USD,0.000733,469.995500,true,0.000000
0xd6715f048B7812F6fcFd04a84CcE9F391968e705,0xd6715f048B7812F6fcFd04a84CcE9F391968e705,USDC,33.869611,AAVE-USD,2202557839.479048,186.267200,true,0.000000
0x27D8c777eA58698f4539A2B1A4988B32515C8d6E,0x27D8c777eA58698f4539A2B1A4988B32515C8d6E,USDC,148.249436,DOGE-USD,1186.522729,1807.669500,true,0.000000
0x66663fc442C3A09690971EBD17cc98Ad5e0744F8,0x66663fc442C3A09690971EBD17cc98Ad5e0744F8,USDC,42.379005,BTC-USD,0.000694,423.730200,true,0.000000
0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,USDC,99.874159,SOL-USD,1.259544,179.755200,true,0.000000
0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,USDC,321.853421,ETH-USD,400913394.110899,1269.840800,true,0.000000
0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,USDC,99.860196,LINK-USD,13943739453.482174,199.700000,true,0.000000
0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,BTC,0.000636,BTC-USD,0.000408,236.158000,false,0.000000
0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,0xa13503D1eaD5B774E3b0C385F5124761A40135Ba,USDC,467.079030,BTC-USD,0.002697,1774.985500,true,0.000000
0x2aeDF4f5540446B3439B672f5074A2919512bFe8,0x2aeDF4f5540446B3439B672f5074A2919512bFe8,USDC,441.501476,ETH-USD,148527909.250163,441.799200,false,0.000000
0xC8fa1d71a028cB159733c756375b90816ab0fA9A,0xC8fa1d71a028cB159733c756375b90816ab0fA9A,USDC,12.624639,NEAR-USD,19033891872173012.000000,151.351100,false,0.000000
0xf7c54f801cD14aE4b864CE7295732C8C1B4754A3,0xf7c54f801cD14aE4b864CE7295732C8C1B4754A3,USDC,966.214392,BTC-USD,0.031144,20110.028500,true,0.000000
